id,mips
726,2867
727,5853
728,4802
729,8878
730,1136
731,6616
732,8236
733,6172
734,1200
735,1854
736,9171
737,6739
738,1384
739,5110
740,3750
741,8907
742,8492
743,9748
744,8886
745,6592
746,5216
747,6758
748,6859
749,8498
750,3177
751,5378
752,2709
753,6869
754,5895
755,3327
756,9104
757,1562
758,4520
759,5992
760,8391
761,1820
762,5255
763,1210
764,3477
765,1769
766,6953
767,2117
768,1516
769,4652
770,2210
771,9671
772,7740
773,6837
774,9985
775,4745
776,3220
777,7916
778,2029
779,6863
780,7181
781,9680
782,8786
783,4678
784,7519
785,8629
786,4487
787,2227
788,9238
789,7756
790,3821
791,6025
792,5230
793,7041
794,8416
795,2310
796,8678
797,3902
798,4612
799,5091
800,8204
801,5740
802,9029
803,6730
804,2065
805,3197
806,5728
807,8508
808,8688
809,5002
810,8262
811,4189
812,8701
813,3933
814,2103
815,6513
816,9853
817,2855
818,6163
819,8716
820,9323
821,6271
822,1959
823,6707
824,5663
825,9531
826,2611
827,4360
828,5134
829,9249
830,9777
831,7740
832,8228
833,7108
834,7769
835,3937
836,7261
837,8725
838,7264
839,4214
840,4399
841,8927
842,3115
843,9561
844,3537
845,6261
846,4284
847,6816
848,7894
849,5499
850,2030
851,6499
852,6389
853,9971
854,3349
855,7276
856,8015
857,5021
858,1623
859,6912
860,7553
861,9121
862,2851
863,1986
864,2897
865,1938
866,7760
867,2501
868,4307
869,4634
870,7785
871,1106
872,6374
873,8713
874,7130
875,8891
876,7729
877,5085
878,3881
879,7228
880,4705
881,8057
882,1274
883,7340
884,1182
885,8031
886,4267
887,4858
888,4059
889,1304
890,5858
891,9980
892,4653
893,3025
894,6841
895,3952
896,9593
897,7989
898,2179
899,5504
900,3394
901,2957
902,8424
903,1854
904,1829
905,5620
906,9313
907,4958
908,9277
909,9318
910,8841
911,3130
912,2735
913,1623
914,1182
915,8644
916,4021
917,3776
918,5216
919,6576
920,9859
921,3425
922,4030
923,4440
924,4143
925,8505
926,7120
927,8683
928,9237
929,3800
930,3811
931,4357
932,2715
933,9105
934,8772
935,1544
936,7501
937,1393
938,6628
939,5500
940,3313
941,6446
942,9248
943,2317
944,8205
945,9475
946,9275
947,5731
948,6339
949,7898
950,6846
951,1931
952,6325
953,4614
954,6488
955,3641
956,5812
957,7935
958,5964
959,1079
960,4394
961,4916
962,9407
963,1587
964,8371
965,6672
966,7626
967,2592
968,5736
969,2613
970,2790
971,8623
972,2391
973,9221
974,9905
975,3844
976,4957
977,8502
978,5411
979,8582
980,2099
981,1813
982,8291
983,2622
984,5854
985,6721
986,2999
987,1275
988,3929
989,1394
990,7243
991,3941
992,1482
993,7881
994,6016
995,8066
996,5897
997,1440
998,1699
999,6215
1000,1960
1001,2271
1002,7445
1003,6659
1004,3219
1005,6186
1006,3214
1007,9661
1008,8996
1009,6277
1010,3972
1011,2578
1012,2333
1013,9288
1014,2997
1015,7834
1016,7415
1017,7808
1018,2116
1019,9327
1020,5728
1021,6007
1022,3578
1023,5294
1024,7809
1025,9847
1026,6928
1027,3185
1028,9163
1029,1946
1030,2532
1031,9718
1032,9502
1033,7753
1034,5424
1035,3681
1036,6975
1037,6776
1038,1140
1039,1922
1040,6932
1041,5962
1042,6441
1043,4800
1044,7578
1045,2498
1046,8226
1047,7451
1048,2490
1049,2257
1050,7576
1051,6715
1052,6491
1053,5774
1054,4564
1055,9381
1056,4447
1057,1466
1058,5018
1059,8408
1060,6558
1061,7163
1062,8911
1063,8595
1064,6194
1065,7922
1066,1575
1067,6651
1068,7389
1069,4451
1070,3948
1071,2553
1072,9889
1073,7559
1074,4359
1075,3824
1076,8617
1077,5113
1078,4947
1079,2850
1080,5182
1081,3611
1082,7853
1083,2380
1084,8115
1085,4584
1086,1185
1087,2907
1088,5064
1089,6575
1090,3975
1091,7776
1092,5844
1093,3638
1094,9746
1095,8092
1096,2217
1097,1752
1098,3847
1099,6472
1100,7033
1101,7012
1102,4408
1103,8074
1104,5670
1105,7225
1106,4906
1107,3379
1108,3447
1109,5287
1110,5493
1111,7727
1112,3904
1113,7318
1114,7506
1115,4598
1116,5738
1117,9870
1118,2451
1119,3890
1120,1023
1121,1381
1122,6081
1123,9820
1124,6269
1125,1324
1126,2412
1127,9416
1128,2856
1129,7159
1130,6827
1131,8048
1132,4954
1133,6295
1134,7645
1135,9726
1136,7789
1137,2911
1138,8739
1139,9549
1140,5529
1141,2088
1142,5037
1143,9595
1144,1550
1145,1357
1146,5075
1147,4537
1148,4725
1149,3320
1150,9497
1151,7695
1152,8033
1153,2758
1154,3818
1155,7362
1156,5055
1157,3149
1158,8265
1159,2830
1160,4126
1161,3579
1162,1930
1163,6349
1164,6700
1165,9673
1166,4686
1167,7650
1168,7755
1169,1828
1170,7728
1171,6117
1172,8186
1173,7334
1174,4440
1175,8241
1176,8756
1177,7057
1178,4709
1179,8739
1180,2417
1181,9785
1182,9318
1183,6657
1184,6940
1185,6719
1186,7290
1187,4304
1188,2558
1189,6968
1190,4874
1191,6924
1192,2960
1193,7456
1194,5272
1195,7329
1196,6467
1197,4733
1198,9925
1199,6539
1200,3771
1201,6268
1202,1696
1203,7796
1204,8262
1205,7536
1206,6941
1207,4834
1208,8188
1209,8559
1210,6139
1211,4440
1212,8674
1213,1546
1214,2871
1215,9545
1216,8986
1217,9622
1218,3940
1219,8448
1220,7099
1221,3937
1222,3918
1223,7049
1224,1018
1225,8136
1226,6878
1227,8731
1228,9671
1229,7140
1230,7380
1231,4191
1232,8967
1233,5851
1234,6323
1235,9287
1236,6024
1237,8669
1238,7110
1239,8740
1240,3211
1241,6645
1242,7826
1243,2250
1244,9351
1245,5787
1246,6602
1247,5025
1248,4871
1249,6627
1250,2771
1251,7302
1252,7548
1253,8188
1254,7910
1255,2383
1256,4434
1257,1925
1258,3821
1259,8389
1260,3914
1261,4436
1262,3885
1263,3924
1264,3742
1265,4971
1266,2649
1267,5329
1268,8097
1269,5201
1270,9761
1271,1674
1272,4281
1273,3703
1274,4651
1275,1739
1276,1593
1277,1153
1278,3806
1279,2000
1280,9572
1281,3036
1282,6018
1283,1067
1284,8158
1285,5099
1286,9104
1287,7840
1288,9401
1289,3424
1290,8364
1291,8096
1292,1191
1293,5186
1294,2509
1295,1691
1296,5607
1297,4710
1298,4536
1299,6850
1300,7114
1301,4613
1302,8256
1303,2766
1304,3266
1305,6286
1306,9367
1307,8653
1308,7339
1309,3273
1310,8014
1311,8174
1312,6758
1313,2145
1314,9891
1315,9046
1316,9032
1317,9522
1318,3468
1319,5266
1320,7496
1321,4523
1322,8804
1323,8853
1324,7948
1325,3937
1326,6504
1327,1246
1328,3285
1329,7724
1330,8668
1331,5533
1332,4532
1333,2576
1334,5216
1335,4381
1336,3079
1337,7011
1338,8218
1339,9157
1340,9389
1341,2894
1342,6117
1343,2009
1344,6125
1345,8521
1346,4726
1347,8671
1348,9605
1349,9292
1350,8788
1351,1031
1352,5799
1353,6220
1354,9555
1355,8527
1356,4267
1357,8979
1358,6999
1359,5154
1360,7197
1361,2980
1362,7295
1363,8324
1364,2774
1365,6701
1366,2776
1367,5232
1368,7236
1369,9480
1370,5045
1371,1421
1372,3849
1373,4853
1374,8574
1375,8182
1376,9085
1377,1365
1378,8799
1379,8675
1380,8820
1381,5144
1382,4040
1383,7711
1384,8543
1385,4599
1386,2624
1387,4550
1388,6327
1389,4029
1390,4162
1391,3580
1392,6951
1393,5801
1394,1757
1395,4077
1396,9762
1397,4408
1398,7661
1399,9060
1400,4846
1401,7170
1402,8239
1403,5457
1404,8048
1405,4537
1406,4439
1407,3787
1408,2926
1409,1544
1410,5302
1411,2784
1412,2049
1413,8450
1414,5794
1415,8335
1416,7091
1417,9046
1418,5023
1419,4138
1420,9471
1421,2594
1422,6803
1423,3519
1424,7265
1425,1115
1426,9772
1427,2822
1428,7412
1429,9324
1430,6601
1431,4499
1432,3288
1433,7688
1434,7729
1435,1269
1436,8944
1437,5565
1438,2468
1439,4504
1440,2970
1441,4572
1442,3711
1443,6488
1444,8579
1445,5417
1446,8461
1447,5302
1448,6231
1449,7030
1450,7059
1451,5544
1452,8540
1453,3666
1454,5837
1455,2273
1456,3337
1457,3885
1458,9154
1459,7320
1460,6629
1461,3186
1462,5179
1463,4353
1464,3064
1465,4283
1466,1769
1467,5536
1468,2522
1469,3326
1470,5775
1471,4052
1472,6515
1473,8860
1474,8437
1475,3478
1476,1672
1477,2517
1478,2899
1479,2676
1480,7825
1481,6522
1482,8798
1483,6066
1484,6199
1485,8227
1486,7774
1487,2239
1488,7969
1489,2240
1490,1035
1491,4067
1492,3851
1493,8765
1494,5274
1495,3363
1496,2796
1497,4509
1498,5697
1499,8208
1500,8977
1501,9976
1502,9625
1503,2793
1504,9494
1505,9577
1506,9660
1507,2509
1508,5020
1509,9696
1510,2301
1511,9555
1512,5463
1513,9681
1514,8138
1515,1489
1516,4848
1517,7867
1518,6876
1519,1557
1520,8617
1521,9188
1522,4544
1523,5178
1524,7114
1525,7554
1526,8985
1527,7398
1528,2240
1529,5416
1530,7615
1531,4707
1532,3002
1533,7836
1534,4941
1535,7436
1536,6508
1537,6133
1538,7363
1539,8214
1540,5568
1541,6610
1542,2374
1543,3434
1544,7542
1545,1254
1546,8716
1547,1037
1548,4389
1549,1988
1550,9508
1551,6730
1552,1838
1553,1348
1554,6435
1555,9977
1556,8502
1557,1237
1558,6842
1559,6895
1560,6557
1561,2610
1562,9810
1563,7629
1564,2936
1565,3425
1566,2798
1567,5638
1568,3676
1569,5290
1570,5440
1571,4964
1572,9923
1573,5643
1574,1985
1575,8402
1576,9140
1577,5887
1578,3242
1579,9037
1580,2710
1581,1633
1582,2541
1583,7674
1584,8515
1585,3133
1586,9731
1587,7856
1588,6072
1589,4573
1590,4839
1591,7363
1592,7654
1593,4725
1594,6649
1595,5616
1596,8612
1597,2671
1598,1648
1599,5988
1600,8484
1601,2548
1602,4856
1603,1881
1604,8614
1605,2537
1606,8919
1607,2760
1608,3259
1609,4919
1610,9506
1611,2882
1612,8248
1613,5536
1614,5186
1615,1845
1616,2335
1617,8772
1618,1869
1619,7436
1620,3908
1621,9869
1622,5049
1623,3722
1624,7082
1625,2342
1626,2041
1627,3450
1628,5385
1629,3145
1630,9731
1631,5531
1632,5842
1633,5342
1634,9312
1635,5302
1636,3454
1637,4528
1638,6717
1639,2531
1640,8635
1641,2620
1642,7276
1643,5834
1644,1102
1645,1970
1646,3028
1647,5843
1648,5926
1649,1029
1650,8179
1651,6822
1652,7664
1653,3289
1654,1879
1655,8034
1656,3839
1657,1561
1658,6602
1659,3784
1660,3441
1661,8105
1662,2986
1663,8381
1664,7365
1665,5956
1666,6022
1667,1471
1668,6142
1669,4002
1670,5714
1671,8154
1672,8009
1673,3654
1674,1250
1675,8217
1676,3389
1677,5610
1678,2891
1679,7115
1680,8403
1681,3402
1682,9930
1683,7548
1684,4688
1685,9769
1686,2167
1687,4301
1688,1691
1689,7712
1690,5968
1691,6431
1692,4459
1693,3731
1694,3116
1695,6921
1696,1868
1697,2314
1698,1440
1699,6158
1700,5376
1701,3872
1702,3684
1703,3469
1704,9588
1705,3932
1706,5577
1707,9138
1708,7337
1709,9585
1710,5052
1711,8895
1712,2100
1713,2157
1714,4205
1715,1738
1716,3005
1717,5988
1718,7026
1719,2623
1720,7349
1721,6096
1722,9518
1723,8658
1724,7313
1725,2232
1726,5599
1727,7487
1728,7289
1729,7880
1730,1752
1731,7274
1732,4940
1733,6878
1734,4684
1735,3478
1736,6837
1737,7659
1738,9106
1739,6355
1740,4684
1741,2636
1742,7810
1743,7988
1744,1442
1745,3706
1746,9620
1747,2383
1748,2948
1749,8339
1750,9575
1751,9890
1752,9062
1753,8622
1754,6283
1755,5761
1756,3971
1757,3631
1758,5481
1759,9908
1760,9963
1761,1255
1762,2717
1763,3336
1764,2451
1765,7471
1766,2984
1767,3880
1768,5520
1769,7969
1770,2725
1771,7847
1772,4217
1773,6004
1774,6600
1775,6547
1776,1187
1777,7935
1778,4741
1779,2643
1780,6868
1781,8386
1782,9965
1783,5595
1784,8031
1785,5274
1786,5802
1787,8911
1788,5621
1789,9098
1790,9370
1791,3175
1792,6162
1793,9450
1794,5547
1795,2713
1796,6052
1797,7662
1798,4346
1799,5597
1800,6968
1801,2043
1802,8158
1803,7349
1804,7797
1805,8181
1806,6676
1807,6025
1808,5342
1809,2484
1810,7569
1811,5251
1812,6343
1813,6392
1814,2721
1815,1716
1816,3096
1817,2103
1818,9008
1819,5989
1820,2871
1821,7148
1822,2399
1823,4093
1824,7216
1825,6696
1826,4405
1827,3790
1828,4374
1829,6270
1830,3327
1831,6123
1832,2393
1833,8314
1834,3821
1835,3711
1836,5571
1837,1713
1838,1195
1839,4251
1840,8567
1841,6725
1842,9251
1843,9759
1844,2855
1845,1961
1846,1423
1847,9941
1848,7253
1849,8798
1850,9079
1851,8965
1852,1063
1853,9348
1854,2437
1855,6125
1856,7904
1857,1598
1858,4942
1859,5033
1860,1408
1861,9512
1862,7870
1863,8695
1864,9517
1865,8651
1866,8190
1867,5795
1868,3602
1869,5465
1870,5034
1871,1099
1872,9889
1873,2338
1874,5548
1875,4127
1876,6482
1877,7146
1878,1887
1879,5594
1880,8492
1881,4109
1882,1883
1883,7752
1884,4471
1885,6013
1886,5389
1887,1765
1888,3004
1889,1163
1890,1979
1891,8675
1892,6884
1893,5198
1894,9928
1895,8227
1896,5091
1897,5877
1898,4796
1899,1999
1900,9708
1901,5795
1902,6341
1903,8302
1904,3942
1905,3285
1906,2384
1907,5358
1908,2526
1909,5146
1910,6064
1911,1749
1912,2482
1913,8345
1914,3731
1915,9228
1916,9699
1917,4598
1918,2465
1919,2481
1920,9555
1921,6705
1922,8008
1923,2795
1924,5403
1925,1099
1926,5959
1927,1190
1928,8210
1929,3640
1930,1141
1931,8119
1932,7829
1933,9597
1934,7253
1935,2695
1936,9714
1937,8006
1938,6266
1939,8237
1940,5169
1941,3535
1942,5917
1943,6008
1944,6063
1945,5024
1946,3737
1947,8577
1948,3431
1949,6628
1950,2119
1951,1947
1952,7507
1953,5989
1954,3559
1955,3943
1956,4269
1957,1327
1958,3701
1959,4176
1960,9591
1961,5231
1962,6424
1963,2397
1964,8185
1965,3275
1966,9494
1967,8249
1968,6331
1969,7056
1970,8823
1971,7123
1972,9984
1973,3947
1974,8142
1975,6379
1976,4592
1977,9025
1978,1334
1979,3457
1980,8779
1981,8866
1982,7722
1983,1082
1984,6222
1985,5742
1986,8995
1987,5344
1988,8628
1989,7452
1990,8539
1991,7898
1992,3697
1993,4064
1994,3824
1995,3504
1996,4567
1997,9520
1998,3187
1999,5878
2000,9511
2001,7297
2002,8891
2003,6336
2004,1043
2005,6747
2006,2327
2007,8735
2008,6703
2009,4182
2010,4188
2011,9279
2012,6119
2013,8789
2014,9732
2015,4328
2016,3570
2017,9112
2018,7265
2019,5428
2020,3454
2021,2867
2022,1986
2023,1188
2024,2387
2025,7914
2026,3295
2027,3896
2028,4454
2029,4969
2030,4623
2031,3415
2032,6340
2033,9801
2034,1388
2035,9686
2036,8931
2037,1517
2038,8163
2039,5668
2040,4304
2041,5392
2042,5260
2043,3259
2044,5935
2045,1039
2046,3605
2047,8330
2048,7290
2049,5425
2050,7936
2051,5296
2052,9386
2053,9982
2054,6106
2055,1708
2056,3767
2057,5594
2058,4899
2059,3625
2060,6068
2061,6633
2062,5408
2063,9490
2064,2901
2065,4535
2066,6926
2067,4039
2068,6979
2069,3557
2070,2949
2071,8279
2072,2929
2073,8370
2074,6698
2075,5787
2076,1845
2077,1983
2078,2621
2079,8404
2080,3868
2081,7313
2082,4815
2083,6912
2084,3255
2085,6949
2086,4451
2087,5818
2088,1213
2089,5517
2090,9813
2091,8867
2092,6605
2093,4901
2094,2985
2095,6991
2096,2524
2097,2641
2098,5149
2099,5181
2100,3305
2101,6035
2102,8050
2103,2934
2104,6554
2105,1474
2106,3516
2107,9699
2108,2407
2109,6014
2110,4798
2111,5908
2112,2982
2113,2118
2114,2360
2115,1893
2116,4422
2117,7220
2118,5227
2119,7518
2120,1388
2121,5971
2122,3687
2123,3346
2124,6436
2125,7258
2126,2034
2127,6802
2128,7403
2129,7299
2130,7998
2131,1059
2132,3762
2133,6006
2134,2864
2135,7287
2136,5860
2137,2772
2138,8575
2139,9701
2140,7118
2141,9158
2142,9075
2143,6557
2144,5995
2145,1580
2146,5178
2147,3611
2148,2860
2149,4184
2150,1617
2151,4480
2152,1286
2153,6847
2154,4600
2155,9352
2156,6846
2157,9395
2158,7490
2159,1106
2160,4328
2161,7534
2162,9097
2163,8661
2164,8050
2165,1974
2166,8869
2167,6252
2168,3331
2169,4048
2170,1018
2171,2170
2172,6849
2173,3235
2174,2008
2175,7869
2176,3216
2177,7842
2178,4482
2179,1039
2180,9294
2181,5575
2182,6061
2183,9421
2184,4960
2185,2056
2186,1122
2187,3379
2188,7108
2189,7609
2190,7142
2191,4195
2192,6359
2193,4746
2194,5625
2195,9304
2196,1455
2197,8005
2198,8442
2199,5391
2200,2348
2201,2362
2202,7423
2203,3436
2204,4542
2205,8311
2206,3999
2207,9992
2208,7240
2209,4971
2210,3693
2211,1090
2212,9279
2213,4415
2214,3819
2215,3399
2216,7383
2217,5701
2218,7226
2219,2011
2220,6487
2221,5678
2222,6219
2223,7132
2224,3446
2225,6011
2226,1331
2227,5016
2228,7310
2229,5123
2230,6668
2231,9537
2232,6702
2233,6501
2234,5206
2235,4046
2236,6560
2237,1827
2238,5560
2239,1256
2240,8107
2241,9719
2242,5119
2243,7288
2244,4358
2245,3116
2246,1332
2247,7109
2248,1043
2249,6105
2250,1761
2251,4563
2252,5597
2253,9918
2254,9740
2255,7787
2256,1723
2257,8068
2258,8508
2259,8786
2260,6300
2261,2273
2262,3931
2263,6890
2264,2110
2265,5885
2266,5568
2267,4713
2268,7742
2269,3926
2270,1753
2271,4302
2272,2422
2273,6215
2274,3027
2275,1266
2276,1473
2277,5684
2278,2289
2279,7787
2280,1808
2281,3753
2282,7225
2283,7875
2284,9033
2285,7486
2286,3065
2287,1673
2288,2690
2289,4481
2290,5993
2291,2727
2292,4918
2293,9480
2294,4324
2295,5886
2296,4709
2297,7188
2298,4330
2299,9014
2300,8200
2301,5208
2302,8584
2303,2294
2304,1843
2305,1309
2306,6207
2307,3162
2308,9644
2309,7791
2310,4759
2311,5503
2312,9073
2313,1955
2314,3189
2315,4515
2316,8054
2317,8298
2318,7019
2319,7258
2320,3729
2321,9585
2322,4089
2323,7820
2324,4944
2325,6968
2326,1148
2327,9340
2328,7842
2329,7477
2330,9822
2331,8910
2332,7632
2333,7484
2334,6408
2335,1698
2336,1723
2337,3058
2338,8652
2339,4007
2340,1535
2341,3407
2342,8791
2343,9451
2344,7643
2345,8739
2346,7290
2347,8332
2348,6170
2349,6836
2350,2781
2351,1924
2352,9595
2353,9025
2354,3597
2355,1931
2356,5464
2357,3041
2358,3764
2359,1385
2360,4433
2361,3756
2362,5747
2363,8848
2364,3662
2365,3539
2366,5672
2367,8415
2368,3304
2369,9761
2370,2171
2371,5503
2372,4200
2373,4204
2374,4334
2375,1247
2376,3171
2377,6431
2378,7772
2379,2671
2380,4997
2381,1326
2382,4144
2383,5453
2384,4985
2385,5216
2386,3061
2387,1099
2388,5972
2389,8895
2390,7930
2391,5422
2392,3552
2393,7324
2394,6649
2395,1339
2396,1961
2397,2764
2398,8642
2399,7533
2400,1445
2401,9982
2402,4686
2403,6737
2404,2590
2405,2256
2406,9780
2407,5694
2408,2176
2409,8912
2410,6072
2411,4656
2412,8232
2413,5222
2414,5419
2415,6770
2416,5285
2417,9428
2418,3707
2419,6058
2420,5917
2421,5429
2422,6005
2423,6856
2424,7099
2425,8630
2426,9783
2427,7876
2428,9289
2429,3976
2430,7670
2431,3380
2432,3244
2433,1397
2434,6024
2435,6016
2436,9256
2437,5427
2438,5000
2439,3332
2440,4591
2441,4394
2442,2340
2443,4832
2444,5960
2445,7684
2446,8990
2447,6325
2448,4283
2449,2086
2450,1934
2451,3386
2452,6625
2453,3245
2454,2780
2455,2918
2456,9528
2457,6332
2458,5855
2459,2008
2460,2939
2461,6483
2462,5261
2463,3188
2464,1344
2465,3720
2466,4394
2467,2500
2468,9972
2469,5531
2470,3569
2471,4019
2472,5637
2473,8708
2474,8719
2475,4379
2476,7104
2477,5681
2478,5523
2479,5452
2480,5464
2481,5272
2482,5680
2483,5055
2484,7001
2485,2769
2486,5755
2487,2702
2488,6523
2489,7843
2490,2895
2491,2942
2492,4925
2493,6534
2494,8516
2495,1102
2496,7805
2497,2045
2498,3315
